prior_name,base_model,dc_solution,base_solution,comparison,log_odds_median,log_odds_l95,log_odds_u95,OR_median,OR_l95,OR_u95,posterior_probability_OR_gt_1,posterior_probability_OR_lt_1,conclusion
weak,gemma3,DC connectors,gemma3__DC connectors,CONTEXT vs ZEROSHOT,-6.340197241906885,-7.598394454393057,-5.279721863700474,0.0017639543665669678,5.01255591410521e-4,0.005093847384544832,0,1,lower in Context
weak,gemma3,DC measurement device,gemma3__DC measurement device,CONTEXT vs ZEROSHOT,-4.248264383898805,-5.361596615063351,-3.351871996430849,0.014289012640175607,0.004693406583283518,0.03501873810775584,0,1,lower in Context
weak,gemma3,DC solution design tool,gemma3__DC solution design tool,CONTEXT vs ZEROSHOT,2.2694598352813307,-0.3554458436181927,5.964528423198744,9.674173761496817,0.7008609063859157,389.3693680582454,0.95,0.05,uncertain
weak,gemma3,DC-DC converter,gemma3__DC-DC converter,CONTEXT vs ZEROSHOT,-7.195347847803804,-8.546956824040937,-6.011518064945808,7.500671307595158e-4,1.9413507286684896e-4,0.002450365554118299,0,1,lower in Context
weak,gemma3,LVAC-LVDC interlink converter,gemma3__LVAC-LVDC interlink converter,CONTEXT vs ZEROSHOT,-4.637272913841264,-5.9229939668543725,-3.598517342280494,0.009684070947578345,0.002677172799983146,0.027364264340942333,0,1,lower in Context
weak,gemma3,Network design tool for DC solutions,gemma3__Network design tool for DC solutions,CONTEXT vs ZEROSHOT,0.12766383130666334,-0.38131180504566836,0.6430645658056455,1.13617099338285,0.6829649045279697,1.9023016850658456,0.693125,0.306875,uncertain
weak,gemma3,Protection DC system design tool,gemma3__Protection DC system design tool,CONTEXT vs ZEROSHOT,5.657886156998045,4.034160921490592,8.232413147449883,286.5422971136427,56.49549833715507,3760.8986557700327,1,0,higher in Context
weak,gemma3,Semiconductor-based circuit breaker,gemma3__Semiconductor-based circuit breaker,CONTEXT vs ZEROSHOT,2.2307475314725016,-0.36395845005496136,6.082577904539266,9.306820677742508,0.6949200757877517,438.15742374005026,0.9485,0.0515,uncertain
weak,gemma3,Smart and sustainable DC cables,gemma3__Smart and sustainable DC cables,CONTEXT vs ZEROSHOT,4.128021615141563,2.264196471911212,7.091448174610068,62.0550342464259,9.62338884115132,1201.6467541013405,1,0,higher in Context
weak,gemma3,Solid-state circuit breaker,gemma3__Solid-state circuit breaker,CONTEXT vs ZEROSHOT,2.2513201493890147,-0.2522100076281302,5.871577114715787,9.500271817431585,0.7770815282260018,354.8082795901217,0.958125,0.041875,uncertain
weak,gemma3,Static protection system,gemma3__Static protection system,CONTEXT vs ZEROSHOT,9.0964693101883,7.352099594319977,11.429509715646882,8923.730137272221,1559.4673491158023,91996.85951786644,1,0,higher in Context
weak,llama,DC connectors,llama__DC connectors,CONTEXT vs ZEROSHOT,2.398155244665543,1.621417066327136,3.2965797831956203,11.002860118693631,5.060255965502418,27.02006625182385,1,0,higher in Context
weak,llama,DC measurement device,llama__DC measurement device,CONTEXT vs ZEROSHOT,-0.1582320909141125,-0.9391982082326606,0.6002267039371938,0.8536516377811922,0.39094117685289664,1.8225319545849805,0.33725,0.66275,uncertain
weak,llama,DC solution design tool,llama__DC solution design tool,CONTEXT vs ZEROSHOT,0.9581658171188594,0.3777197396093078,1.5643104128352958,2.606910536416457,1.4589540026082897,4.779378001880113,0.99975,2.5e-4,higher in Context
weak,llama,DC-DC converter,llama__DC-DC converter,CONTEXT vs ZEROSHOT,0.5439851247379529,0.0635856196765474,1.0402985802200373,1.7228590145547247,1.0656507227244538,2.8300619955967306,0.986375,0.013625,higher in Context
weak,llama,LVAC-LVDC interlink converter,llama__LVAC-LVDC interlink converter,CONTEXT vs ZEROSHOT,-0.46029219067054794,-1.0487928558419943,0.12041820654043843,0.6310992240154087,0.3503604295688416,1.12796847677847,0.05925,0.94075,uncertain
