prior_name,base_model,dc_solution,base_solution,comparison,log_odds_median,log_odds_l95,log_odds_u95,OR_median,OR_l95,OR_u95,posterior_probability_OR_gt_1,posterior_probability_OR_lt_1,conclusion
primary,gemma3,DC connectors,gemma3__DC connectors,CONTEXT vs ZEROSHOT,-5.832278040761805,-6.870208191854012,-4.9290335233554785,0.0029313915393806944,0.0010382608859952243,0.007233491228073358,0,1,lower in Context
primary,gemma3,DC measurement device,gemma3__DC measurement device,CONTEXT vs ZEROSHOT,-3.9657186003100344,-4.9577780571710575,-3.1460959911779276,0.018954411075705214,0.007028528683585921,0.04301974897418078,0,1,lower in Context
primary,gemma3,DC solution design tool,gemma3__DC solution design tool,CONTEXT vs ZEROSHOT,1.3651602289876559,-0.5939481521653677,3.608201739638947,3.91635072379738,0.5521430358484213,36.899661418581346,0.903125,0.096875,uncertain
primary,gemma3,DC-DC converter,gemma3__DC-DC converter,CONTEXT vs ZEROSHOT,-6.503195410515831,-7.66169145933806,-5.508016735433657,0.0014986427652406201,4.705108887362426e-4,0.004054140034264339,0,1,lower in Context
primary,gemma3,LVAC-LVDC interlink converter,gemma3__LVAC-LVDC interlink converter,CONTEXT vs ZEROSHOT,-4.25978611169016,-5.358405576351285,-3.3821643397049166,0.014125323328991628,0.004708407322531217,0.03397384417744422,0,1,lower in Context
primary,gemma3,Network design tool for DC solutions,gemma3__Network design tool for DC solutions,CONTEXT vs ZEROSHOT,0.12168611185286206,-0.3743318914794707,0.6281204382184321,1.1293995471016158,0.687748626008578,1.8740848086757698,0.67525,0.32475,uncertain
primary,gemma3,Protection DC system design tool,gemma3__Protection DC system design tool,CONTEXT vs ZEROSHOT,4.664873279049049,3.521213350414025,6.1952702012871015,106.15213267073173,33.825445693313746,490.424118453637,1,0,higher in Context
primary,gemma3,Semiconductor-based circuit breaker,gemma3__Semiconductor-based circuit breaker,CONTEXT vs ZEROSHOT,1.3778988735254472,-0.6173646781056654,3.62837490343388,3.966558680842654,0.5393639685329883,37.65157943909096,0.912125,0.087875,uncertain
primary,gemma3,Smart and sustainable DC cables,gemma3__Smart and sustainable DC cables,CONTEXT vs ZEROSHOT,3.143514282399743,1.733299472744191,4.995180191788647,23.185203223302302,5.6592958699632545,147.69962671964979,1,0,higher in Context
primary,gemma3,Solid-state circuit breaker,gemma3__Solid-state circuit breaker,CONTEXT vs ZEROSHOT,1.3512836672915238,-0.6346707505199833,3.7300639685224897,3.8623804070044683,0.5301100486839504,41.681774408714624,0.910125,0.089875,uncertain
primary,gemma3,Static protection system,gemma3__Static protection system,CONTEXT vs ZEROSHOT,7.524092799970536,6.2870860066663345,9.002375998552976,1852.1322120351463,537.5845270256731,8122.35973389882,1,0,higher in Context
primary,llama,DC connectors,llama__DC connectors,CONTEXT vs ZEROSHOT,2.293708259575779,1.5809405072045473,3.100946527276615,9.911624514004298,4.859524158419256,22.21897239977461,1,0,higher in Context
primary,llama,DC measurement device,llama__DC measurement device,CONTEXT vs ZEROSHOT,-0.14708099020509707,-0.8955368139916465,0.5578162647204937,0.8632240626913997,0.40838831135579,1.746853700495064,0.341875,0.658125,uncertain
primary,llama,DC solution design tool,llama__DC solution design tool,CONTEXT vs ZEROSHOT,0.9336641799746983,0.38494815374072855,1.5177181795385313,2.5438131139627966,1.469538129507727,4.561804095258437,0.9995,5e-4,higher in Context
primary,llama,DC-DC converter,llama__DC-DC converter,CONTEXT vs ZEROSHOT,0.5386027144862058,0.10472164251278557,0.9907307691162456,1.7136107859603422,1.1104014812643004,2.6932018625105543,0.990375,0.009625,higher in Context
primary,llama,LVAC-LVDC interlink converter,llama__LVAC-LVDC interlink converter,CONTEXT vs ZEROSHOT,-0.44981836698861066,-1.022305910596213,0.11096402997934358,0.6377439766112387,0.35976440714799546,1.1173547270206265,0.058875,0.941125,uncertain
primary,llama,Network design tool for DC solutions,llama__Network design tool for DC solutions,CONTEXT vs ZEROSHOT,0.5357633400764408,0.04691144718763977,1.020624005902439,1.708752104342929,1.0480292001390072,2.7749258025381183,0.986625,0.013375,higher in Context
primary,llama,Protection DC system design tool,llama__Protection DC system design tool,CONTEXT vs ZEROSHOT,0.5127988389914281,0.04709722861988892,0.9901775031136559,1.6699586055160784,1.0482239225782224,2.6917122538054103,0.983875,0.016125,higher in Context
primary,llama,Semiconductor-based circuit breaker,llama__Semiconductor-based circuit breaker,CONTEXT vs ZEROSHOT,4.733732492059715,3.7447202917860727,5.987710838867659,113.71922733822981,42.29717758199769,398.50134126975047,1,0,higher in Context
primary,llama,Smart and sustainable DC cables,llama__Smart and sustainable DC cables,CONTEXT vs ZEROSHOT,0.3431344760598253,-0.11370000117682387,0.8012303865048247,1.4093582742515443,0.8925256734109287,2.228280895109773,0.93225,0.06775,uncertain
primary,llama,Solid-state circuit breaker,llama__Solid-state circuit breaker,CONTEXT vs ZEROSHOT,3.8617270492897147,3.093617044647758,4.766890878423569,47.54739735876396,22.056713985866885,117.55318609949268,1,0,higher in Context
primary,llama,Static protection system,llama__Static protection system,CONTEXT vs ZEROSHOT,3.7259618498399245,2.9266130987464654,4.6983404796288735,41.51114156234023,18.66430921460174,109.7648654623142,1,0,higher in Context
primary,mistral,DC connectors,mistral__DC connectors,CONTEXT vs ZEROSHOT,-0.5837568198078171,-1.9542006173037443,0.7665286206568835,0.557798876219032,0.14167768614777015,2.152282102868022,0.19675,0.80325,uncertain
primary,mistral,DC measurement device,mistral__DC measurement device,CONTEXT vs ZEROSHOT,-2.073094907944566,-2.6263836263776175,-1.5561835265208968,0.1257958521770277,0.07233959751222989,0.21093958234796303,0,1,lower in Context
primary,mistral,DC solution design tool,mistral__DC solution design tool,CONTEXT vs ZEROSHOT,1.7075558395251784,0.3571092708825448,3.4037892247390014,5.51546430997653,1.4291920999248924,30.07785628214335,0.99475,0.00525,higher in Context
primary,mistral,DC-DC converter,mistral__DC-DC converter,CONTEXT vs ZEROSHOT,-2.2456124520323675,-3.06657441740961,-1.5224311072732493,0.10586268507106447,0.046580447040203504,0.21818083381855627,0,1,lower in Context
primary,mistral,LVAC-LVDC interlink converter,mistral__LVAC-LVDC interlink converter,CONTEXT vs ZEROSHOT,0.20581018490576594,-0.25724163201277966,0.6784183211174158,1.2285199903061,0.7731813670806633,1.970758159240226,0.807875,0.192125,uncertain
primary,mistral,Network design tool for DC solutions,mistral__Network design tool for DC solutions,CONTEXT vs ZEROSHOT,1.3591224472928172,-0.6284000358001622,3.710377946402345,3.8927757731282187,0.5334446255291388,40.86925412706322,0.90425,0.09575,uncertain
